draw_date,winning_numbers,mega_ball,double_play_winning_numbers
2006-07-18,12 13 29 49 52,20,
2006-07-14,13 25 26 28 56,39,
2006-07-11,05 14 34 36 52,42,
2006-07-07,07 15 27 46 56,39,
2006-07-04,09 15 31 42 45,41,
2006-06-30,20 40 46 48 54,27,
2006-06-27,02 14 20 29 44,32,
2006-06-23,13 17 24 34 56,24,
2006-06-20,11 21 37 53 54,12,
2006-06-16,27 30 36 38 45,13,
2006-06-13,01 20 23 24 33,29,
2006-06-09,08 17 18 26 47,37,
2006-06-06,05 29 35 52 53,9,
2006-06-02,03 10 18 36 38,41,
2006-05-30,02 13 28 34 45,36,
2006-05-26,12 14 20 47 48,24,
2006-05-23,17 21 28 48 54,1,
2006-05-19,05 12 31 51 56,1,
2006-05-16,07 24 40 48 50,15,
2006-05-12,06 36 39 45 52,45,
2006-05-09,07 15 24 43 44,22,
2006-05-05,08 20 39 53 55,10,
2006-05-02,07 11 22 27 31,33,
2006-04-28,16 29 32 36 55,12,
2006-04-25,01 20 32 37 39,9,
2006-04-21,02 04 07 27 41,4,
2006-04-18,13 14 25 34 50,6,
2006-04-14,08 10 18 29 33,10,
2006-04-11,02 12 45 46 56,20,
2006-04-07,01 18 31 46 52,37,
2006-04-04,09 25 48 51 56,7,
2006-03-31,04 07 19 50 52,15,
2006-03-28,14 18 35 39 49,14,
2006-03-24,01 02 17 47 49,19,
2006-03-21,04 16 17 28 31,8,
2006-03-17,08 11 23 48 52,5,
2006-03-14,27 28 30 42 50,22,
2006-03-10,04 17 18 51 54,31,
2006-03-07,15 27 36 38 42,32,
2006-03-03,25 29 38 39 46,4,
2006-02-28,02 04 35 36 48,22,
2006-02-24,03 05 12 16 34,27,
2006-02-21,14 23 27 36 45,36,
2006-02-17,16 25 31 43 46,28,
2006-02-14,27 36 43 49 54,33,
2006-02-10,24 39 40 43 46,2,
2006-02-07,02 16 25 30 48,26,
2006-02-03,29 31 32 41 52,42,
2006-01-31,01 35 53 54 56,44,
2006-01-27,02 07 08 18 29,46,
2006-01-24,31 34 36 51 55,4,
2006-01-20,18 22 28 44 53,46,
2006-01-17,24 32 37 39 40,44,
2006-01-13,05 21 27 44 53,36,
2006-01-10,07 27 32 37 38,30,
2006-01-06,08 11 28 37 53,12,
2006-01-03,15 19 20 32 38,21,
2005-12-30,14 20 25 40 44,37,
2005-12-27,11 24 27 49 55,23,
2005-12-23,10 37 39 49 54,8,
2005-12-20,06 20 23 40 56,36,
2005-12-16,14 25 26 31 56,17,
2005-12-13,09 10 12 22 41,4,
2005-12-09,14 15 31 32 43,20,
2005-12-06,06 10 26 30 33,16,
2005-12-02,03 12 21 38 44,45,
2005-11-29,07 08 47 51 52,5,
2005-11-25,05 25 31 33 34,41,
2005-11-22,09 22 37 41 43,30,
2005-11-18,08 18 21 42 46,11,
2005-11-15,02 04 05 40 48,7,
2005-11-11,09 14 34 50 51,40,
2005-11-08,08 16 21 25 27,16,
2005-11-04,07 09 41 53 54,38,
2005-11-01,05 18 21 28 36,20,
2005-10-28,08 17 25 28 53,1,
2005-10-25,07 12 18 31 55,30,
2005-10-21,11 17 28 29 36,42,
2005-10-18,03 12 16 32 33,15,
2005-10-14,06 20 24 25 34,44,
2005-10-11,24 30 42 53 54,20,
2005-10-07,02 04 23 27 36,37,
2005-10-04,12 24 28 29 36,41,
2005-09-30,01 03 14 30 52,10,
2005-09-27,14 17 26 27 28,5,
2005-09-23,06 07 20 41 51,38,
2005-09-20,35 36 40 42 52,45,
2005-09-16,05 16 41 46 50,1,
2005-09-13,13 24 44 48 52,30,
2005-09-09,15 28 43 51 52,11,
2005-09-06,01 08 27 31 50,40,
2005-09-02,01 04 14 45 53,33,
2005-08-30,19 32 42 49 56,29,
2005-08-26,05 20 38 47 54,35,
2005-08-23,06 07 08 13 40,12,
2005-08-19,02 13 18 36 46,36,
2005-08-16,09 15 20 24 55,3,
2005-08-12,08 37 38 45 54,21,
2005-08-09,13 35 36 43 52,5,
2005-08-05,03 05 48 50 53,4,
2005-08-02,17 22 39 50 52,46,
2005-07-29,04 16 23 25 40,22,
2005-07-26,01 10 18 29 55,8,
2005-07-22,07 18 27 35 54,34,
2005-07-19,07 13 48 51 54,11,
2005-07-15,09 13 25 36 48,2,
2005-07-12,05 17 32 39 53,36,
2005-07-08,09 23 45 48 50,3,
2005-07-05,22 38 48 50 55,29,
2005-07-01,14 25 41 42 50,40,
2005-06-28,02 20 37 43 46,4,
2005-06-24,14 43 44 50 56,7,
2005-06-21,09 13 40 46 50,30,
2005-06-17,16 35 40 49 50,34,
2005-06-14,01 10 29 48 49,36,
2005-06-10,14 29 31 37 50,34,
2005-06-07,07 14 28 46 47,25,
2005-06-03,04 06 14 28 47,42,
2005-05-31,05 13 22 37 38,11,
2005-05-27,07 17 22 34 50,24,
2005-05-24,09 28 39 40 45,24,
2005-05-20,03 06 27 40 44,9,
2005-05-17,07 09 10 29 44,17,
2005-05-13,21 23 27 33 39,8,
2005-05-10,11 25 38 40 42,40,
2005-05-06,07 12 25 50 51,19,
2005-05-03,07 17 42 46 52,47,
2005-04-29,02 05 07 28 46,21,
2005-04-26,18 22 33 34 42,16,
2005-04-22,23 25 43 46 49,26,
2005-04-19,05 06 14 42 47,3,
2005-04-15,25 26 37 39 49,29,
2005-04-12,15 20 43 47 50,24,
2005-04-08,05 13 17 33 35,35,
2005-04-05,04 19 45 51 52,22,
2005-04-01,11 19 28 32 45,10,
2005-03-29,07 17 18 30 42,38,
2005-03-25,11 18 19 45 49,2,
2005-03-22,06 11 27 37 43,34,
2005-03-18,02 09 28 29 48,33,
2005-03-15,14 26 27 34 44,27,
2005-03-11,18 19 31 35 36,17,
2005-03-08,08 14 15 22 31,13,
2005-03-04,07 10 13 35 39,21,
2005-03-01,01 08 18 39 48,1,
2005-02-25,04 13 37 38 50,24,
2005-02-22,15 18 28 41 45,27,
2005-02-18,01 19 31 35 42,34,
2005-02-15,03 16 20 21 38,10,
2005-02-11,06 14 21 24 50,28,
2005-02-08,08 11 14 23 25,21,
2005-02-04,03 12 14 30 52,34,
2005-02-01,03 17 21 42 44,35,
2005-01-28,25 31 39 47 52,43,
2005-01-25,02 10 21 25 45,22,
2005-01-21,17 27 39 40 41,21,
2005-01-18,10 23 28 39 51,5,
2005-01-14,15 19 24 40 47,50,
2005-01-11,02 23 24 35 45,18,
2005-01-07,02 08 14 15 51,38,
2005-01-04,03 06 07 12 32,30,
2004-12-31,10 14 45 47 51,20,
2004-12-28,18 29 32 38 43,50,
2004-12-24,09 20 22 41 42,10,
2004-12-21,07 22 27 31 38,12,
2004-12-17,16 34 38 42 47,1,
2004-12-14,14 27 32 34 40,2,
2004-12-10,22 23 37 42 47,15,
2004-12-07,01 19 22 32 49,29,
2004-12-03,12 32 37 41 52,13,
2004-11-30,10 20 22 28 52,4,
2004-11-26,07 09 18 37 43,34,
2004-11-23,08 30 32 35 51,17,
2004-11-19,01 12 24 36 51,38,
2004-11-16,09 10 27 28 30,18,
2004-11-12,05 31 33 35 51,1,
2004-11-09,11 20 26 28 52,7,
2004-11-05,03 29 30 41 43,1,
2004-11-02,24 32 42 49 50,3,
2004-10-29,10 18 26 31 41,48,
2004-10-26,14 25 39 43 49,27,
2004-10-22,03 07 20 24 43,36,
2004-10-19,06 13 19 34 50,33,
2004-10-15,04 08 24 30 36,25,
2004-10-12,04 18 19 39 51,13,
2004-10-08,16 17 21 33 41,6,
2004-10-05,08 34 39 48 49,47,
2004-10-01,08 10 17 24 39,52,
2004-09-28,01 18 39 42 50,35,
2004-09-24,11 26 30 49 50,52,
2004-09-21,01 03 15 19 29,39,
2004-09-17,03 16 25 38 49,4,
2004-09-14,12 35 37 38 50,49,
2004-09-10,11 17 27 45 52,5,
2004-09-07,13 30 36 38 51,35,
2004-09-03,04 14 34 38 44,10,
2004-08-31,14 15 25 42 44,3,
2004-08-27,05 25 38 46 47,14,
2004-08-24,02 05 21 47 50,46,
2004-08-20,12 17 34 37 39,34,
2004-08-17,22 23 26 28 36,10,
2004-08-13,14 31 41 45 48,20,
2004-08-10,18 25 29 31 44,33,
2004-08-06,04 23 33 38 49,7,
2004-08-03,01 02 13 16 22,31,
2004-07-30,16 19 21 34 35,22,
2004-07-27,08 10 11 13 24,46,
2004-07-23,05 12 25 35 37,12,
2004-07-20,06 15 21 32 44,13,
2004-07-16,03 21 22 35 44,7,
2004-07-13,13 31 37 39 52,38,
2004-07-09,11 23 25 29 45,16,
2004-07-06,06 07 08 31 48,19,
2004-07-02,10 25 38 39 50,12,
2004-06-29,10 13 19 28 38,1,
2004-06-25,18 19 29 32 42,32,
2004-06-22,09 10 17 41 52,19,
2004-06-18,07 10 11 15 51,23,
2004-06-15,18 23 27 29 44,24,
2004-06-11,12 28 36 39 52,36,
2004-06-08,17 24 29 37 45,43,
2004-06-04,04 16 18 41 47,46,
2004-06-01,07 16 17 26 48,15,
2004-05-28,13 27 36 39 51,33,
2004-05-25,05 18 34 36 39,43,
2004-05-21,04 20 27 38 49,31,
2004-05-18,02 36 44 46 51,45,
2004-05-14,10 19 32 36 46,6,
2004-05-11,09 25 30 34 37,30,
2004-05-07,14 17 19 44 50,17,
2004-05-04,03 15 29 37 39,40,
2004-04-30,15 21 32 39 50,34,
2004-04-27,01 10 17 23 35,45,
2004-04-23,08 22 25 47 48,27,
2004-04-20,12 22 37 46 48,49,
2004-04-16,06 24 29 42 51,41,
2004-04-13,13 36 39 50 51,34,
2004-04-09,02 08 10 11 23,40,
2004-04-06,08 17 29 32 39,49,
2004-04-02,08 17 25 46 47,13,
2004-03-30,03 27 31 41 45,33,
2004-03-26,08 10 17 37 49,20,
2004-03-23,12 22 35 39 46,32,
2004-03-19,06 09 14 32 50,4,
2004-03-16,03 28 45 49 51,52,
2004-03-12,04 29 32 35 36,11,
2004-03-09,16 23 29 36 51,49,
2004-03-05,30 40 47 49 52,3,
2004-03-02,25 30 35 40 50,4,
2004-02-27,02 09 24 36 52,44,
2004-02-24,06 11 43 49 52,21,
2004-02-20,01 13 20 21 30,24,
2004-02-17,02 08 34 36 52,21,
2004-02-13,14 30 42 43 45,30,
2004-02-10,03 07 10 22 32,23,
2004-02-06,01 06 16 30 49,13,
2004-02-03,09 21 26 35 41,17,
2004-01-30,17 28 30 40 51,44,
2004-01-27,06 10 20 38 50,27,
2004-01-23,10 18 33 46 51,13,
2004-01-20,05 07 14 21 45,36,
2004-01-16,12 26 41 44 49,44,
2004-01-13,03 17 18 21 45,21,
2004-01-09,24 32 38 47 49,12,
2004-01-06,07 13 15 25 32,9,
2004-01-02,07 08 36 44 48,9,
2003-12-30,12 18 21 32 46,49,
2003-12-26,01 10 17 20 29,36,
2003-12-23,02 13 21 22 49,52,
2003-12-19,05 10 17 35 39,38,
2003-12-16,16 24 31 46 47,47,
2003-12-12,09 16 32 45 46,26,
2003-12-09,04 14 15 24 48,41,
2003-12-05,01 12 15 18 44,42,
2003-12-02,10 13 24 34 49,4,
2003-11-28,19 26 31 44 50,19,
2003-11-25,22 32 37 40 41,52,
2003-11-21,14 26 28 36 42,14,
2003-11-18,04 11 25 30 52,36,
2003-11-14,03 13 31 41 42,52,
2003-11-11,02 05 17 21 22,43,
2003-11-07,06 18 23 26 30,31,
2003-11-04,16 24 43 44 45,22,
2003-10-31,06 12 13 36 46,3,
2003-10-28,06 09 20 40 47,26,
2003-10-24,08 09 16 30 31,15,
2003-10-21,18 34 46 51 52,38,
2003-10-17,14 20 31 46 48,18,
2003-10-14,18 19 21 33 40,29,
2003-10-10,04 19 36 42 48,13,
2003-10-07,01 02 22 40 41,43,
2003-10-03,19 21 30 31 52,51,
2003-09-30,02 26 37 40 46,49,
2003-09-26,05 29 32 45 52,29,
2003-09-23,05 16 24 49 51,28,
2003-09-19,13 14 24 34 47,13,
2003-09-16,15 20 24 30 46,42,
2003-09-12,16 22 23 38 46,45,
2003-09-09,14 15 30 39 46,30,
2003-09-05,07 09 28 41 42,19,
2003-09-02,22 26 27 32 39,14,
2003-08-29,08 11 17 42 52,10,
2003-08-26,09 28 42 44 49,47,
2003-08-22,04 19 31 32 51,31,
2003-08-19,07 11 24 28 52,16,
2003-08-15,01 16 20 41 52,13,
2003-08-12,08 11 18 35 51,26,
2003-08-08,06 09 35 40 43,42,
2003-08-05,07 32 34 38 44,49,
2003-08-01,02 11 27 30 33,46,
2003-07-29,01 17 19 32 42,33,
2003-07-25,33 46 47 50 51,30,
2003-07-22,01 05 31 38 47,3,
2003-07-18,29 30 34 38 44,39,
2003-07-15,01 26 33 43 48,22,
2003-07-11,01 04 10 16 18,10,
2003-07-08,02 09 27 29 35,18,
2003-07-04,06 07 22 37 46,8,
2003-07-01,28 32 39 45 48,31,
2003-06-27,01 14 20 31 40,43,
2003-06-24,02 26 43 44 47,31,
2003-06-20,01 02 03 12 37,35,
2003-06-17,27 31 34 40 52,1,
2003-06-13,12 15 16 20 51,33,
2003-06-10,14 15 23 32 52,37,
2003-06-06,10 14 28 39 40,35,
2003-06-03,04 20 25 29 32,20,
2003-05-30,01 21 28 33 51,3,
2003-05-27,10 11 17 20 26,3,
2003-05-23,12 20 31 33 50,17,
2003-05-20,02 16 36 44 49,3,
2003-05-16,05 10 16 26 39,52,
2003-05-13,17 20 47 49 50,34,
2003-05-09,01 10 20 22 28,39,
2003-05-06,05 14 32 44 52,24,
2003-05-02,02 05 19 32 34,52,
2003-04-29,06 08 09 33 35,32,
2003-04-25,01 12 32 48 51,29,
2003-04-22,03 09 15 28 52,7,
2003-04-18,05 15 24 50 52,3,
2003-04-15,16 29 31 39 52,21,
2003-04-11,15 26 27 38 39,46,
2003-04-08,08 10 24 38 45,6,
2003-04-04,06 22 28 31 40,18,
2003-04-01,07 12 26 45 47,36,
2003-03-28,08 12 21 27 29,15,
2003-03-25,15 21 37 40 42,7,
2003-03-21,06 17 18 40 50,8,
2003-03-18,13 14 16 29 49,29,
2003-03-14,03 06 14 31 33,8,
2003-03-11,10 15 26 28 39,10,
2003-03-07,07 10 32 36 41,33,
2003-03-04,02 26 36 37 41,22,
2003-02-28,11 16 26 48 49,13,
2003-02-25,02 04 06 37 47,38,
2003-02-21,21 28 29 40 51,20,
2003-02-18,12 22 29 42 50,11,
2003-02-14,11 13 19 32 47,21,
2003-02-11,18 20 23 48 49,10,
2003-02-07,03 09 20 26 27,50,
2003-02-04,05 12 16 22 24,48,
2003-01-31,01 08 09 19 22,21,
2003-01-28,13 24 26 32 47,34,
2003-01-24,16 31 37 40 41,5,
2003-01-21,04 41 48 50 51,23,
2003-01-17,25 26 38 42 46,27,
2003-01-14,30 39 41 47 52,27,
2003-01-10,07 17 18 34 50,18,
2003-01-07,15 16 28 34 51,33,
2003-01-03,06 14 28 37 46,3,
2002-12-31,08 21 29 42 51,34,
2002-12-27,11 14 26 30 39,3,
2002-12-24,08 24 39 43 52,43,
2002-12-20,10 14 41 46 49,52,
2002-12-17,03 07 21 29 49,46,
2002-12-13,02 13 14 24 46,34,
2002-12-10,03 05 09 16 31,28,
2002-12-06,04 08 30 36 52,48,
2002-12-03,01 15 19 40 51,26,
2002-11-29,08 25 33 42 49,40,
2002-11-26,03 21 27 31 43,34,
2002-11-22,11 16 19 22 46,5,
2002-11-19,07 16 20 40 52,8,
2002-11-15,06 17 44 49 51,39,
2002-11-12,03 28 45 48 50,24,
2002-11-08,17 19 37 47 48,14,
2002-11-05,02 07 16 28 36,47,
2002-11-01,05 10 22 23 43,37,
2002-10-29,09 10 14 41 49,35,
2002-10-25,08 15 34 39 47,4,
2002-10-22,16 20 26 36 48,32,
2002-10-18,10 31 40 48 51,38,
2002-10-15,06 20 27 34 51,22,
2002-10-11,09 11 17 26 41,29,
2002-10-08,18 34 43 47 50,25,
2002-10-04,10 42 43 45 51,1,
2002-10-01,07 21 30 32 37,15,
2002-09-27,23 27 30 33 36,5,
2002-09-24,08 32 34 42 50,21,
2002-09-20,01 02 04 05 46,8,
2002-09-17,07 10 19 26 44,5,
2002-09-13,24 32 37 40 51,12,
2002-09-10,04 06 10 21 25,21,
2002-09-06,31 39 42 49 51,35,
2002-09-03,08 23 36 49 51,10,
2002-08-30,06 31 32 42 51,42,
2002-08-27,02 05 11 18 45,22,
2002-08-23,05 19 20 45 48,44,
2002-08-20,02 13 20 23 43,6,
2002-08-16,22 31 33 44 52,43,
2002-08-13,03 10 15 18 25,52,
2002-08-09,07 17 23 43 44,26,
2002-08-06,02 06 38 40 50,14,
2002-08-02,10 16 23 28 31,7,
2002-07-30,02 06 22 27 44,1,
2002-07-26,20 27 28 37 49,32,
2002-07-23,10 12 29 32 38,7,
2002-07-19,07 15 24 37 46,9,
2002-07-16,10 24 35 49 52,47,
2002-07-12,13 19 23 38 47,15,
2002-07-09,26 29 31 44 48,40,
2002-07-05,11 20 26 29 41,41,
2002-07-02,14 22 32 35 44,6,
2002-06-28,18 31 49 50 51,4,
2002-06-25,04 18 21 27 41,50,
2002-06-21,13 18 32 39 49,6,
2002-06-18,06 13 18 27 45,18,
2002-06-14,04 08 32 37 43,2,
2002-06-11,05 06 09 33 44,52,
2002-06-07,14 22 27 28 42,13,
2002-06-04,03 25 29 30 48,48,
2002-05-31,12 28 45 46 52,47,
2002-05-28,06 21 22 29 32,24,
2002-05-24,02 04 32 44 52,36,
2002-05-21,04 28 39 41 44,9,
2002-05-17,15 18 25 33 47,30,
